"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"Du J.; J Beesley L.; Lee S.; Zhou X.; Dempsey W.; Mukherjee B.","Du, Jiacong (57219635168); J Beesley, Lauren (57315327600); Lee, Seunggeun (23976347500); Zhou, Xiang (55566272600); Dempsey, Walter (57203310382); Mukherjee, Bhramar (7202760576)","57219635168; 57315327600; 23976347500; 55566272600; 57203310382; 7202760576","Optimal diagnostic test allocation strategy during the COVID-19 pandemic and beyond","2022","Statistics in Medicine","41","2","","310","327","10","10.1002/sim.9238","https://www.scopus.com/pages/publications/85118098695?origin=resultslist","Timely diagnostic testing for active SARS-CoV-2 viral infections is key to controlling the spread of the virus and preventing severe disease. A central public health challenge is defining test allocation strategies with limited resources. In this paper, we provide a mathematical framework for defining an optimal strategy for allocating viral diagnostic tests. The framework accounts for imperfect test results, selective testing in certain high-risk patient populations, practical constraints in terms of budget and/or total number of available tests, and the purpose of testing. Our method is not only useful for detecting infections, but can also be used for long-time surveillance to detect new outbreaks. In our proposed approach, tests can be allocated across population strata defined by symptom severity and other patient characteristics, allowing the test allocation plan to prioritize higher risk patient populations. We illustrate our framework using historical data from the initial wave of the COVID-19 outbreak in New York City. We extend our proposed method to address the challenge of allocating two different types of diagnostic tests with different costs and accuracy, for example, the RT-PCR and the rapid antigen test (RAT), under budget constraints. We show how this latter framework can be useful to reopening of college campuses where university administrators are challenged with finite resources for community surveillance. We provide a R Shiny web application allowing users to explore test allocation strategies across a variety of pandemic scenarios. This work can serve as a useful tool for guiding public health decision-making at a community level and adapting testing plans to different stages of an epidemic. The conceptual framework has broader relevance beyond the current COVID-19 pandemic. © 2021 John Wiley & Sons Ltd.","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85118098695"
"da Silva A.C.V.F.; Silva C.A.O.; de Sousa G.F.; Coelho V.A.G.S.; da Cunha L.T.; Paes A.N.; Pozzobon A.P.B.; das Graças dos Santos D.; Carpes R.M.; Costa E.P.; Monteiro-de-Barros C.; Nepomuceno-Silva J.L.; de Souza Gestinari R.; Mury F.B.","da Silva, Amanda Cristina Veiga Fernandes (59124086000); Silva, Carina Azevedo Oliveira (57289808000); de Sousa, Graziele Fonseca (56541056300); Coelho, Viktoria Aparecida Gomes Silva (58308880600); da Cunha, Lucas Tavares (59124941000); Paes, Artur Nunes (59125083400); Pozzobon, Allan Pierre Bonetti (55628427700); das Graças dos Santos, Daniele (57289988600); Carpes, Raphael Mello (55905130900); Costa, Evenilton Pessoa (24729457900); Monteiro-de-Barros, Cintia (13408472300); Nepomuceno-Silva, José Luciano (6603458961); de Souza Gestinari, Raquel (57290862700); Mury, Flávia Borges (16316688200)","59124086000; 57289808000; 56541056300; 58308880600; 59124941000; 59125083400; 55628427700; 57289988600; 55905130900; 24729457900; 13408472300; 6603458961; 57290862700; 16316688200","Genomic surveillance and serological profile of SARS-CoV-2 variants circulating in Macaé and nearby cities, southeastern Brazil","2024","Frontiers in Microbiology","15","","1386271","","","2","10.3389/fmicb.2024.1386271","https://www.scopus.com/pages/publications/85192895586?origin=resultslist","Introduction: A characteristic of the COVID-19 pandemic has been the sequential emergence and global dissemination of SARS-CoV-2 variants, noted for their enhanced transmission efficiency. These variants with mutations in the Spike glycoprotein (S-glycoprotein), which interacts with ACE2 receptors in human cells is critical for infection, affects the transmissibility of the virus, which is a matter of great concern for public health. Objective: This research analyses the effects these variants on a cohort of vaccinated and naturally infected individuals from the cities of Macaé-RJ, Rio das Ostras-RJ, and Campos dos Goytacazes-RJ, Brazil, from March 2021 to March 2023. Methods: This investigation encompasses the Alpha (B.1.1.7), Gamma (P.1), Delta (B.1.617.2, B.1.671.3), and Omicron (BQ.1, BQ.1.1 sublines, and BF.7) variants, focusing on their genomic surveillance and implications for the disease’s epidemiology. The experimental analysis included a control group (vaccinated and uninfected subjects), and an infected group (post-vaccinated subjects). Samples from nasopharyngeal swabs underwent viral detection via RT-qPCR for diagnosis confirmation. RNase H-dependent RT-qPCR (rhAmp-PCR) and third-generation sequencing were used to detect SARS-CoV-2 variants. Anti-S-glycoprotein immunoglobulins were also evaluated for vaccinated infected and noninfected volunteers. Symptoms from infected individuals were compiled in order to reveal patterns of clinical signs associated with viral infection. Results: The study included 289 participants, with infections identified by Gamma (n = 44), Delta (n = 189), and Omicron (n = 56) variants. The prevalent symptoms among the naturally infected participants were cough, fever, sore throat, headache, and runny nose. For Omicron, cognitive symptoms such as memory loss and concentration issues were reported. Interestingly, the infected vaccinated group had higher anti-S-glycoprotein IgM production (n = 28, 0.2833 ± 0.09768 OD) compared to the uninfected vaccinated group (n = 14, 0.1035 ± 0.03625 OD). Conversely, anti-S-glycoprotein IgG production was higher in the control group (n = 12, 1.770 ± 0.1393 OD) than in the infected vaccinated group (n = 26, 1.391 ± 0.1563 OD). Conclusion: This comprehensive study enables monitoring of predominant variants and their correlation with clinical cases, providing valuable insights for public health. Our research group continues to survey circulating variants, contributing to the global understanding of the pandemic. Copyright © 2024 da Silva, Silva, de Sousa, Coelho, da Cunha, Paes, Pozzobon, das Graças dos Santos, Carpes, Costa, Monteiro-de-Barros, Nepomuceno-Silva, de Souza Gestinari and Mury.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85192895586"
"Agrawal R.; Murmu J.; Pattnaik S.; Kanungo S.; Pati S.","Agrawal, Ritik (58100901300); Murmu, Jogesh (58101262500); Pattnaik, Sweta (58126066500); Kanungo, Srikanta (56669484200); Pati, Sanghamitra (55441302100)","58100901300; 58101262500; 58126066500; 56669484200; 55441302100","One Health: navigating plague in Madagascar amidst COVID-19","2023","Infectious Diseases of Poverty","12","1","50","","","3","10.1186/s40249-023-01101-3","https://www.scopus.com/pages/publications/85159452709?origin=resultslist","Background: Africa sees the surge of plague cases in recent decades, with hotspots in the Democratic Republic of Congo, Madagascar, and Peru. A rodent-borne scourge, the bacterial infection known as plague is transmitted to humans via the sneaky bites of fleas, caused by Yersinia pestis. Bubonic plague has a case fatality rate of 20.8% with treatment, but in places such as Madagascar the mortality rate can increase to 40–70% without treatment. Main text: Tragedy strikes in the Ambohidratrimo district as three lives are claimed by the plague outbreak and three more fight for survival in the hospitals, including one man in critical condition, from the Ambohimiadana, Antsaharasty, and Ampanotokana communes, bringing the total plague victims in the area to a grim to five. Presently, the biggest concern is the potential plague spread among humans during the ongoing COVID-19 pandemic. Effective disease control can be achieved through training and empowering local leaders and healthcare providers in rural areas, implementing strategies to reduce human–rodent interactions, promoting water, sanitation and hygiene practices (WASH) practices, and carrying out robust vector, reservoir and pest control, diversified animal surveillance along with human surveillance should be done to more extensively to fill the lacunae of knowledge regarding the animal to human transmission. The lack of diagnostic laboratories equipped represents a major hurdle in the early detection of plague in rural areas. To effectively combat plague, these tests must be made more widely available. Additionally, raising awareness among the general population through various means such as campaigns, posters and social media about the signs, symptoms, prevention, and infection control during funerals would greatly decrease the number of cases. Furthermore, healthcare professionals should be trained on the latest methods of identifying cases, controlling infections and protecting themselves from the disease. Conclusions: Despite being endemic to Madagascar, the outbreak’s pace is unparalleled, and it may spread to non-endemic areas. The utilization of a One Health strategy that encompasses various disciplines is crucial for minimizing catastrophe risk, antibiotic resistance, and outbreak readiness. Collaboration across sectors and proper planning ensures efficient and consistent communication, risk management, and credibility during disease outbreaks. Graphical Abstract: [Figure not available: see fulltext.]. © 2023, The Author(s).","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85159452709"
"Candel González F.J.; Viñuela-Prieto J.M.; Del Castillo J.G.; García P.B.; Saavedra M.F.; Píriz A.H.; Virumbrales D.J.; Lebrato J.C.; de Casasola G.G.; Prieto R.G.; Montero J.S.-R.; Anselmi J.O.; Martín R.B.; Roa F.P.; Martínez J.M.; Gaviria A.Z.","Candel González, Francisco Javier (55914207200); Viñuela-Prieto, José Manuel (56459079200); Del Castillo, Juan González (15063930000); García, Pablo Barreiro (7004761120); Saavedra, Marcos Fragiel (57218176824); Píriz, Alba Hernández (57218177691); Virumbrales, David Jiménez (57218177776); Lebrato, Jesús Canora (16031278400); de Casasola, Gonzalo García (24080417800); Prieto, Ruth Gil (6507652864); Montero, Jesús San-Román (58391602200); Anselmi, Justo Ortega (57218176295); Martín, Raquel Barba (57216525073); Roa, Fernando Prados (57216526493); Martínez, Javier Marco (57217576028); Gaviria, Antonio Zapatero (57216532647)","55914207200; 56459079200; 15063930000; 7004761120; 57218176824; 57218177691; 57218177776; 16031278400; 24080417800; 6507652864; 58391602200; 57218176295; 57216525073; 57216526493; 57217576028; 57216532647","Utility of lateral flow tests in SARS-CoV-2 infection monitorization; [Utilidad de los test lateral flow en la monitorización de la infección por SARS-CoV-2]","2020","Revista Espanola de Quimioterapia","33","4","","258","266","25","10.37201/req/052.2020","https://www.scopus.com/pages/publications/85088167755?origin=resultslist","Introduction. The diagnosis of SARS-CoV-2 infection is crucial for medical and public health reasons, to allow the best treatment of cases and the best control of the pandemic. Serology testing allows for the detection of asymptomatic infections and 19-COVID cases once the virus has been cleared. We analyzed the usefulness of the SARS-CoV-2 rapid test of Autobio and tried to correlate its pattern with the severity of COVID19 infection. Material and methods. We analyzed the accuracy and clinical usefulness of a point-of-care IgM and/or IgG test for SARS-CoV-2 in 35 COVID-19 patients [12 (34.3%) mild-moderate and 23 (65.7%) severe-critical] admitted to a field hospital in Madrid, as well as in 5 controls. Results. The mean time from the first day of symptoms to the antibody test was 28 days (SD: 8.7), similar according to the severity of the disease. All patients with SARS-CoV-2 PCR+ showed the corresponding IgG positivity, while these results were negative in all control individuals. A total of 26 (74%) cases also presented with positive IgM, 19 (83%) were severe-critical cases and 7 (58%) were mild-moderate cases. The IgM response lasted longer in the severe critical cases (mean: 29.7 days; SD: 8.4) compared to the moderate cases (mean: 21.2 days; SD: 2.0). Conclusions. Rapid serology tests are useful for the diagnosis of patients with COVID-19 (mainly IgG detection) and may also be correlated with the severity of the infection (based on IgM detection). © The Author 2020. Published by Sociedad Española de Quimioterapia.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85088167755"
"Jian S.-W.; Cheng H.-Y.; Huang X.-T.; Liu D.-P.","Jian, Shu-Wan (52563524700); Cheng, Hao-Yuan (56282017700); Huang, Xiang-Ting (57219841103); Liu, Ding-Ping (55881997800)","52563524700; 56282017700; 57219841103; 55881997800","Contact tracing with digital assistance in Taiwan's COVID-19 outbreak response","2020","International Journal of Infectious Diseases","101","","","348","352","59","10.1016/j.ijid.2020.09.1483","https://www.scopus.com/pages/publications/85095688572?origin=resultslist","Aim: Comprehensive case investigation and contact tracing are crucial to prevent community spread of COVID-19. We demonstrated a utility of using traditional contact tracing measures supplemented with symptom tracking and contact management system to assist public health workers with high efficiency. Methods: A centralized contact tracing system was developed to support data linkage, cross-jurisdictional coordination, and follow-up of contacts’ health status. We illustrated the process of how digital tools support contact tracing and management of COVID-19 cases and measured the timeliness from case detection to contact monitoring to evaluate system performance. Results: Among the 8051 close contacts of the 487 confirmed cases (16.5 close contacts/case, 95% CI [13.9–19.1]), the median elapsed time from last exposure to quarantine was three days (IQR 1–5). By implementing the approach of self-reporting using automatic text-messages and web-app, the percentage of health status updates from self-reporting increased from 22.5% to 61.5%. The high proportion of secondary cases detected via contact tracing (88%) might reduce the R0 to under one and minimize the impact of local transmission in the community. Conclusion: Comprehensive contact tracing and management with complementary technology would still be a pillar of strategies for containing outbreaks during de-escalation or early in the next wave of COVID-19 pandemic. © 2020 The Author(s)","Short survey","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85095688572"
"Gondi D.S.; Bandaru V.K.R.; Gondi K.; Chanda D.; Ponce L.A.H.; Singh M.","Gondi, Dedeepya Sai (59547086300); Bandaru, Vamsi Krishna Reddy (59182286700); Gondi, Kushwanth (60549558000); Chanda, Deepak (60549259100); Ponce, Lubeck Abraham Huaman (60422381600); Singh, Mangal (60549488800)","59547086300; 59182286700; 60549558000; 60549259100; 60422381600; 60549488800","Deep Neural Networks for Pandemic Hindrance Detection and Screening Replication","2025","Proceedings of 2025 10th International Conference on Science Technology, Engineering and Mathematics, ICONSTEM 2025","","","","","","0","10.1109/ICONSTEM65670.2025.11374809","https://www.scopus.com/pages/publications/105034460875?origin=resultslist","The unprecedented outbreaks of global pandemics like the current one of the Coronavirus-19 (known as COVID-19) has stayed the fast, accurate and scalable testing methods needed to detect and prevent transmission of infectious diseases from human to human has come in the limelight. In order to improve the performance of Early Detection and Response, we introduce an Archetype model for Pandemic Hindrance Screening in this paper by applying a Deep Neural Network (DNN) replica. Based on the realization that there are multiple factors contributing to the risk of infection, we train a DNN to accurately predict the risk of getting infected using both synthetic as well as real-world data consisting of medical imaging data, symptom-based data, and demographic data. The feature extraction, normalisation and classification blocks in the proposed framework are optimised with the use of backpropagation and adaptive learning rate. To prove the robustness, the scalability and the flexibility of the model for identifying patterns of infections for affected demographic groups, we simulate a number of epidemic situations. Results obtained as a result of comparison with conventional screening techniques show a significant improvement in the processing time and accuracy of the diagnosis. Moreover, the concept is highly customizable and can easily be combined with IoT based monitoring systems and existing healthcare structures. The implications of the study can be seen in how DNNs can change pandemic response strategies as it would empower the health authorities with a proactive tool to tackle public healthrelated issues more effectively through intelligent datadriven decision making. © 2025 IEEE.","Conference paper","Final","","Scopus","2-s2.0-105034460875"
"Morgan E.R.; Dillard D.; Lofgren E.; Maddison B.K.; Riklon S.; McElfish P.; Sinclair K.","Morgan, Erin R. (57202397998); Dillard, Denise (7005314717); Lofgren, Eric (16417251900); Maddison, Benetick Kabua (58787817000); Riklon, Sheldon (12768762200); McElfish, Pearl (56493220000); Sinclair, Ka`imi (35485400100)","57202397998; 7005314717; 16417251900; 58787817000; 12768762200; 56493220000; 35485400100","Moana: Alternate surveillance for COVID-19 in a Unique Population (MASC-UP)","2024","Contemporary Clinical Trials Communications","37","","101246","","","1","10.1016/j.conctc.2023.101246","https://www.scopus.com/pages/publications/85181131851?origin=resultslist","Objective: Create a longitudinal, multi-modal and multi-level surveillance cohort that targets early detection of symptomatic and asymptomatic COVID-19 cases among Native Hawaiian and Pacific Islander adults in the Continental US and identify effective modalities for participatory disease surveillance and sustainably integrate them into ongoing COVID-19 and other public health surveillance efforts. Materials and methods: We recruited cohorts from three sites: Federal Way, WA; Springdale, AR; and remotely. Participants received a survey that included demographic characteristics and questions regarding COVID-19. Participants completed symptom checks via text message every month and recorded their temperature daily using a Kinsa smart thermometer. Results: Recruitment and data collection is ongoing. Presently, 441 adults have consented to participate. One-third of participants were classified as essential workers during the pandemic. Discussion: Over the past 18 months, we have improved our strategies to elicit better data from participants and have learned from some of the weaknesses in our initial deployment of this type of surveillance system. Other limitations stem from historic inequities and barriers which limited Native Hawaiian and Pacific Island representation in academic and clinical environments. One manifestation of this was the limited ability to provide study materials and support in multiple languages. We hope that continued partnership with the community will allow further opportunities to help restore trust in academic and medical institutions, thus generating knowledge to advance health equity. Conclusion: This participatory disease surveillance mechanism complements traditional surveillance systems by engaging underserved communities. We may also gain insights generalizable to other pathogens of concern. © 2023 The Authors","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85181131851"
"Kavenga F.; Rickman H.M.; Chingono R.; Taruvinga T.; Marembo T.; Manasa J.; Marambire E.; McHugh G.; Gregson C.L.; Bandason T.; Redzo N.; Maunganidze A.; Magure T.; Ndhlovu C.; Mujuru H.; Rusakaniko S.; Manangazira P.; Ferrand R.A.; Kranzer K.","Kavenga, Fungai (57300214200); Rickman, Hannah M. (57220985370); Chingono, Rudo (57202332756); Taruvinga, Tinotenda (57356208800); Marembo, Takudzwa (57210581071); Manasa, Justen (16203536400); Marambire, Edson (57355789200); McHugh, Grace (56113055000); Gregson, Celia L. (6602220096); Bandason, Tsitsi (15836925500); Redzo, Nicol (15058107600); Maunganidze, Aspect (57188810964); Magure, Tsitsi (26768038900); Ndhlovu, Chiratidzo (6507678079); Mujuru, Hilda (25936533800); Rusakaniko, Simbarashe (6701693595); Manangazira, Portia (25934911500); Ferrand, Rashida A. (14218935700); Kranzer, Katharina (23008694200)","57300214200; 57220985370; 57202332756; 57356208800; 57210581071; 16203536400; 57355789200; 56113055000; 6602220096; 15836925500; 15058107600; 57188810964; 26768038900; 6507678079; 25936533800; 6701693595; 25934911500; 14218935700; 23008694200","Comprehensive occupational health services for healthcare workers in Zimbabwe during the SARS-CoV-2 pandemic","2021","PLoS ONE","16","11 November","e0260261","","","20","10.1371/journal.pone.0260261","https://www.scopus.com/pages/publications/85120037853?origin=resultslist","Background Healthcare workers are disproportionately affected by COVID-19. In low- and middleincome countries, they may be particularly impacted by underfunded health systems, lack of personal protective equipment, challenging working conditions and barriers in accessing personal healthcare. Methods In this cross-sectional study, occupational health screening was implemented at the largest public sector medical centre in Harare, Zimbabwe, during the ""first wave""of the country's COVID-19 epidemic. Clients were voluntarily screened for symptoms of COVID-19, and if present, offered a SARS-CoV-2 nucleic acid detection assay. In addition, measurement of height, weight, blood pressure and HbA1c, HIV and TB testing, and mental health screening using the Shona Symptom Questionnaire (SSQ-14) were offered. An interviewer- administered questionnaire ascertained client knowledge and experiences related to COVID-19. Results Between 27th July and 30th October 2020, 951 healthcare workers accessed the service; 210 (22%) were tested for SARS-CoV-2, of whom 12 (5.7%) tested positive. Clients reported high levels of concern about COVID-19 which declined with time, and faced barriers including lack of resources for infection prevention and control. There was a high prevalence of largely undiagnosed non-communicable disease: 61% were overweight or obese, 34% had a blood pressure of 140/90mmHg or above, 10% had an HbA1c diagnostic of diabetes, and 7% had an SSQ-14 score consistent with a common mental disorder. Overall 8% were HIV-positive, with 97% previously diagnosed and on treatment. Conclusions Cases of SARS-CoV-2 in healthcare workers mirrored the national epidemic curve. Implementation of comprehensive occupational health services during a pandemic was feasible, and uptake was high. Other comorbidities were highly prevalent, which may be risk factors for severe COVID-19 but are also important independent causes of morbidity and mortality. Healthcare workers are critical to combatting COVID-19; it is essential to support their physical and psychological wellbeing during the pandemic and beyond.  © 2021 Kavenga et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85120037853"
"Brotons P.; Launes C.; Buetas E.; Fumado V.; Henares D.; De Sevilla M.F.; Redin A.; Fuente-Soro L.; Cuadras D.; Mele M.; Jou C.; Millat P.; Jordan I.; Garcia-Garcia J.J.; Bassat Q.; Muñoz-Almagro C.","Brotons, Pedro (55391692300); Launes, Cristian (26024243400); Buetas, Elena (59336717500); Fumado, Vicky (21933723700); Henares, Desiree (57148393000); De Sevilla, Mariona Fernandez (35810010400); Redin, Alba (57221459983); Fuente-Soro, Laura (57193674818); Cuadras, Daniel (13004327700); Mele, Maria (57211327005); Jou, Cristina (55337152600); Millat, Pere (57221414118); Jordan, Iolanda (57221356891); Garcia-Garcia, Juan Jose (59454515900); Bassat, Quique (23024176000); Muñoz-Almagro, Carmen (6603569864)","55391692300; 26024243400; 59336717500; 21933723700; 57148393000; 35810010400; 57221459983; 57193674818; 13004327700; 57211327005; 55337152600; 57221414118; 57221356891; 59454515900; 23024176000; 6603569864","Susceptibility to Severe Acute Respiratory Syndrome Coronavirus 2 Infection among Children and Adults: A Seroprevalence Study of Family Households in the Barcelona Metropolitan Region, Spain","2021","Clinical Infectious Diseases","72","12","","E970","E977","25","10.1093/cid/ciaa1721","https://www.scopus.com/pages/publications/85108387239?origin=resultslist","Background: Susceptibility of children and adults to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection and persistence of antibody response to the virus after infection resolution remain poorly understood, despite their significant public health implications. Methods: A prospective cross-sectional seroprevalence study with volunteer families that included at least 1 first-reported adult case positive by SARS-CoV-2 by polymerase chain reaction (PCR) and at least 1 child aged <15 years living in the same household under strict home confinement was conducted in the metropolitan Barcelona Health Region, Spain, during the pandemic period 28 April 2020-3 June 2020. All household members were tested at home using a rapid SARS-CoV-2 antibody assay with finger prick-obtained capillary blood. Results: A total of 381 family households including 381 first-reported PCR-positive adult cases and 1084 contacts (672 children, 412 adults) were enrolled. SARS-CoV-2 seroprevalence rates were 17.6% (118 of 672) in children and 18.7% (77 of 335) in adult contacts (P=.64). Among first-reported cases, seropositivity rates varied from 84.0% in adults previously hospitalized and tested within 6 weeks since the first positive PCR result to 31.5% in those not hospitalized and tested after that lag time (P<.001). Nearly all (99.9%) positive children were asymptomatic or had mild symptoms. Conclusions: Children appear to have similar probability as adults to become infected by SARS-CoV-2 in quarantined family households but remain largely asymptomatic. Adult antibody protection against SARS-CoV-2 seems to be weak beyond 6 weeks post-infection confirmation, especially in cases that have experienced mild disease. © 2020 The Author(s). Published by Oxford University Press for the Infectious Diseases Society of America.","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85108387239"
"Montenegro-López D.","Montenegro-López, Diego (59160286700)","59160286700","Use of point-of-care technologies for the management of the COVID-19 pandemic in Colombia; [Uso de tecnologías en el lugar de atención para el manejo de la pandemia por COVID-19 en Colombia]","2020","Revista Panamericana de Salud Publica/Pan American Journal of Public Health","44","","","","","4","10.26633/RPSP.2020.97","https://www.scopus.com/pages/publications/85091974389?origin=resultslist","Objective. To propose a health care model that integrates point-of-care technologies and artificial intelligence for the management of the COVID-19 pandemic. Methods. A theoretical model was used in which one million people accessed the mobile application CoronApp-Colombia, which collects personal data, signs, symptoms and epidemiological links compatible with COVID-19. With the information from the app artificial intelligence techniques (data science) were applied in a virtual situation room. Results. Users compatible with COVID-19 were prioritized and subjected to a rapid diagnostic test for anti-SARS-CoV-2 antibodies. Screening with the rapid diagnostic test would allow detection of sero-reactive individuals, for whom diagnostic confirmation would be carried out using molecular biology (PCR). Information from positive cases confirmed by PCR would be re-screened using artificial intelligence and spatial statistical techniques to identify geographical foci of infection. These foci could be actively searched for contacts with positive index cases and the diagnostic route would be followed again using the rapid diagnostic test and PCR. Conclusion. This model may be useful for countries in the region with weak or absent technological platforms for PCR diagnosis to maximize existing resources, estimate the epidemiological burden of COVID-19 (infection, morbidity, mortality and lethality) and implement containment, mitigation and control plans according to their needs. © 2020 Pan American Health Organization. All rights reserved.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85091974389"
"Sharmin S.; Islam S.; Haque M.A.; Islam M.R.","Sharmin, Sabrina (57190487419); Islam, Salsabil (57220554278); Haque, Md. Aminul (57183622000); Islam, Md. Rabiul (57215057958)","57190487419; 57220554278; 57183622000; 57215057958","Risk Evaluation and Mitigation Strategies for Newly Detected Mysterious Dinga Dinga Virus Infection in Africa: A Narrative Review","2025","Health Science Reports","8","5","e70836","","","0","10.1002/hsr2.70836","https://www.scopus.com/pages/publications/105006659966?origin=resultslist","Background and Aims: The Dinga Dinga Virus (DDV) has emerged as a mysterious disease gripping women in Uganda, raising alarm due to its unusual and distressing “dancing” like symptoms. These symptoms, characterized by involuntary movements resembling dance, suggest possible neurological involvement, though the exact pathogen remains unidentified. The causative agent for DDV is still unknown. We hypothesized that the possible microorganism could be a virus, bacteria, or vector-borne origin. Therefore, comprehensive research is urgently needed to confirm its cause. Methods: We performed a comprehensive literature search in Scopus and Web of Science related to the different outbreaks of viruses. We collected relevant information from appropriate articles for this review. Results: The unique representation of the disease is spreading rapidly in localized areas that have the potential to escalate into a broader public health crisis. Preventive measures focused on symptom monitoring, public awareness, and isolation of suspected cases to limit transmission. Authorities emphasize hygiene practices, using personal protective equipment (PPE), and early reporting to manage the outbreak effectively. Simultaneously, global health organizations are being called to collaborate on diagnostic development, therapeutic interventions, and vaccine research. The disproportionate impact on women has brought social and cultural dynamics into the spotlight, as stigma and misinformation exacerbate the outbreak's challenges. Immediate and long-term strategies must address these aspects by strengthening healthcare infrastructure and enhancing disease surveillance systems. Conclusion: As the world recovers from the COVID-19 pandemic, the DDV is a stark reminder of the ongoing threat of emerging infectious diseases. Proactive, science-driven efforts are critical to understanding and mitigating this enigmatic disease, ensuring it does not escalate into another global health crisis. © 2025 The Author(s). Health Science Reports published by Wiley Periodicals LLC.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105006659966"
"Ostacoli L.; Cosma S.; Bevilacqua F.; Berchialla P.; Bovetti M.; Carosso A.R.; Malandrone F.; Carletto S.; Benedetto C.","Ostacoli, Luca (23028964100); Cosma, Stefano (36707219500); Bevilacqua, Federica (57219376043); Berchialla, Paola (56613651700); Bovetti, Marialuisa (57218836031); Carosso, Andrea Roberto (6603080747); Malandrone, Francesca (57212003777); Carletto, Sara (37040311300); Benedetto, Chiara (56276035400)","23028964100; 36707219500; 57219376043; 56613651700; 57218836031; 6603080747; 57212003777; 37040311300; 56276035400","Psychosocial factors associated with postpartum psychological distress during the Covid-19 pandemic: a cross-sectional study","2020","BMC Pregnancy and Childbirth","20","1","703","","","150","10.1186/s12884-020-03399-5","https://www.scopus.com/pages/publications/85096160252?origin=resultslist","Background: Trauma, natural and man-made catastrophic events can be predictors of postpartum psychological distress. In a public health response due to coronavirus disease 2019 outbreak, the Italian government imposed a lockdown from March 9 to May 3. This extraordinary situation may have been challenging for maternal psychological health. The aim of this study was to investigate the prevalence of depressive and post-traumatic stress symptoms in women giving birth during the Covid-19 pandemic and its associations with quarantine measures, obstetrical factors, and relational attachment style. Methods: Women who gave birth in a high-volume obstetric/gynaecological medical centre located in an epidemic area during the Covid-19 pandemic (March 8 to June 15) were asked to complete an online survey about their childbirth experience and the perceived effect of the pandemic. The Edinburgh Postnatal Depression Scale (EPDS), the Impact of Event Scale-Revised (IES-R), and the Relationship Questionnaire (RQ) were administered to assess levels of postpartum depressive and post-traumatic stress symptoms (PTSS) and relational style of attachment, respectively. Multivariate analysis was applied to identify associations between quarantine measures, childbirth experience, attachment style, and EPDS and IES-R scores. Results: The survey was completed by 163 women (response rate 60.8%). The prevalence of depressive symptoms was 44.2% (EPDS cut-off score ≥ 11) and the PTSS rate was 42.9% (IES-R cut-off score ≥ 24). Dismissive and fearful avoidant attachment styles were significantly associated with the risk of depression and PTSS, respectively. Perceived pain during birth was a risk factor for postpartum depression. Perceived support provided by healthcare staff was a protective factor against depression and PTSS. Another protective factor against PTSS was quiet on the ward due to the absence of hospital visitors. Conclusion: This study reports a high prevalence of postpartum depressive and PTSS in women who gave birth during the Covid-19 pandemic. Postnatal psychological distress seemed to be associated more with the prenatal experience and other individual factors than with the pandemic hospital restrictions. Early detection during pregnancy of an insecure attachment style is fundamental to provide targeted preventive and therapeutic psychological interventions. © 2020, The Author(s).","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85096160252"
